date,open,high,low,close,volume,amount
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,72913500,12614035500.0
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,121752700,21016950479.504395
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,75604200,13133961716.290283
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,55215200,9722292517.10205
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,53423100,9545105179.179382
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,106181300,18196288862.53662
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,71160100,12259461941.134644
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,54288300,9275156386.349487
2024-03-26,170.0,171.4199981689453,169.5800018310547,169.7100067138672,57388400,9739385749.298096
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,60273300,10445965475.848389
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,65672700,11261554315.415955
2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,46240500,7862272158.554077
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,49329500,8328792599.349976
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,47691700,8090896613.912964
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,53704400,9066377201.342773
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,42104800,7140132061.096191
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,37425500,6304325360.786438
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,42373800,7189562568.411255
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,49709300,8340226293.319702
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,91070300,15940944700.566101
